,text,Sentiment
339,good battery love renew iphone 11 receive crack scratch new iphone phone work great checked battery capacity 86 disappoint renew seller suppose replace battery clearly replace,-1
340,poor battery life battery health 5 month update phone arrive great physical condition scratch screen back however major concern battery 88 health think much 88 seem decent continue use phone battery health decrease significantly 5 month later 79 health hardly use phone whole day without die need battery saver day plug afternoon charge mention charge port start malfunction month use phone frustrating ill plug phone find chargedif choose would buy phone would rather save little go phone large capacity battery,-1
341,different problem mine come button break way turn phone press power button super hard also come 0 honestly felt like return,-1
342,empty box frustrate box arrive late phone charger arrive,-1
343,excelente compra excelente compra el telfono vino sin detalles funcin perfecto,1
344,inexpensive market charge cable problem insert remove careful charge cord extremely hard remove insert phone eventually week become hard remove break market take month company send replacement company send charge cord new charger get lucky checking plug abut 30 minute plug discover hot almost burn hand caution need give charger catch fire may late one,-1
345,pretty good get phone today far pretty good battery line 96 max capacity get notification something genuine apple part work fine far screen probably replace may trigger two scratch side easy hide case phone also come screen protector brand iphone charger,1
346,battery life speaker contact company message service one contact back phone charge slow rate u charger provide speaker sound horrible hardly hear anything facetime need answer exchange soon possible refund money,-1
347,quality phone good phone expect,1
348,want love many problem upon arrival really look forward get mom renew iphone christmas arrive time realize promise send back anything give mom time christmas phone look great charge turn 2 thing immediately jump first list promise least 80 battery capacity one something like 76 second displayscreen seem really jittery jerky laggy keep get pop message say problem screen genuine apple part instal nope thank youthe reason give star customer service truly fantastic purchase plenty renew item amazon wonderful experience would say turn buy renew definitely pleased receive casei sincerely hope review helpful someone else yes pay full price feel free ask question,-1
349,like new renew premium phone arrive excellent condition advertise work perfectly scratch scuff crack mark anywhere phone skeptical really look work like new,1
350,time quality hand deliver door excellent product,1
351,prey phone store carrier great phone great price fast shipping,1
352,great phone love come screen protector case thing screen brightness keep dim,1
353,good product arrive late like product good shopping,1
354,definitely good money product come advertised battery health 99 definitely worth save 100 buck,1
355,quality phone phone small sound talk low sound far away,-1
356,phone technical problem buy one work majority time glitch phone restart since receive,-1
357,good device phone work like new everything promise deliver,1
358,buyer beware order iphone 11 product arrive good physical condition battery would stay charge get 78 would shut go less 10 battery life try factory reset everything keep phone return phone well pack bubble wrap box pad envelope seller say return crack camera housing keep 30 crack phone return business keep recourse beware would purchase seller againupdate seller reach refund restock fee due rebuttle damage phone make satisfied customer support small business encourage others well small business right thing would trust another purchase,-1
359,sound work phone fine except one key feature audio hear call use speaker barely hear phone hold ear well use earbuds call play audio apps work however consult google watch youtube video troubleshoot take apple store repair short recommend trust refurbish iphones amazon,-1
360,restarts every week 6 month around month 3 return window start restart random time since become frequentprobably happen twice week least restart time take long always surprise happen never convenient tell great deal also tell get pay think stick,-1
361,nice purchase good phone well price,1
362,battery life receive phone little hesitant people say screen come crack crack battery life terrible capacity 75 hit 80should replace overall good device wish little truthful battery capacity,-1
363,good chubbiestech excellent condition buy ship take forever package get delay phone pretty good condition minor scratch see light work normally come screen protector charger sim eject tool problem instal easy process satisfy purchase,1
364,satisfied satisfy,0
365,would boot set initially load new software solve problem could get phone setup box erase everything load new version operate system phone go setup correctly load data exist backup phone work correctly week transfer exist sim card function work correctly,1
366,great phone money like new good deal,1
367,stop work completely 3 month something wrong would recommend,-1
368,expect use phone still good value purchase price battery life 87 promise still quickly empty phone two week lose connectivity local provider twice reason reboot phone slightly annoy space button also somewhat slow react consequence whereof retype thing lot overall phone expect see new product still good value purchase price sure,1
369,great buy buy 2 kid christmas come charger cube phone screen protector already place received quickly toowould definitely buy,1
370,satisfied understand device use prepare scratch cosmetic defect software functionality issue face recognition sometimes fail even use unlock phone second ago evidence get frozen storage use work phone secondly battery percentage way close service next thing device also delay boot turn screen offer,-1
371,premium refurbish iphone 12 buy one dad pay extra premium refurbish expect like new describe button give click feedback like mine function big problem speaker appear break although external speaker work much quiet iphone noticeably surprise quality check pick easy return let nonetheless,-1
372,phone come time perfect condition even warranty still 5 month happy purchase,1
373,mic damage make phone call battery health 94 bad screen chip 2 place front screen back coverable case liveable consider pricehowever mic severely damage much make phone call output nonexistent return,-1
374,meet description excellent condition description say preowned product professionally inspect test clean amazon qualify vendor certify apple product excellent condition screen body show sign cosmetic damage visible 12 inch awayby photo see screen scratch something like food paint back clearly phone professionally clean check cosmetic damage well maybe light offmaybe person inspect phone put wrong basket know feedback description expect describe clearly excellent condition device power otherwise functional sure hence 2 star pay extra stare scratch every time pick maybe though screen protector slap crookedly would mask wait refund already buy another 11 premium directly amazon result may vary good luck,-1
375,pleased thus far get wife look brand new far behave beautifully,1
376,everything great camera mess month everything work great return random time dot green line would appear across camera screen show pic could remove,-1
377,auto password encryption apps work telephone basically,0
378,lock return locked process return,-1
379,good product good product,1
380,77 battery health amazon site product battery exceed 80 capacity relative new someone fail check battery health 77 battery health arrive low old iphone replacing,-1
381,wifi bluetooth antenna functional purchase phone could figure set hour attempt reset call apple support come conclusion wifi bluetooth antenna work,-1
382,work phone refurbish nonapple replacement part work phone generates message detail replacement part issue functionality phone,1
383,phone appear new far look great buyspry send immediately replace first one receive battery problem responsive great customer service,1
384,upgrade 6 still junk compare samsung wife kid insist use iphones complete junk compare samsung android battery terrible picture quality mediocre signal strength drop service constant battle undecided platform highly recommend avoid apple io,-1
385,terrible battery life use phone month disappoint battery life fully charge phone last half day use app gps drain battery fast believe thing phone good make call keep charger everywhere go addition experience frozen screen time solution power start back,-1
386,poor condition per description miss part product description say look like new visible deffects real phone come lot big visible screen scratch even though put protection screen main screen probably hide defect also sim removal tool box include per descriptiongenerally work good definitely survive without simremoval tool recommend buy seller tell truth item condition,-1
387,hit miss quality dead battery 1 week receive product battery stop work week would start would take hour revive itreturns easy eventually get refund good consider amazon approve sellerall refurbish product hit miss want give first hand experience,-1
388,great customer svc vendor bhht update vendor bhht adjust pricerefund scratch unit allow acceptable condition good sending miss pwr adapter def rec vendor original buy 2 good category vendor bhht downside neither power adapter include advertised one fit acceptable category description much good category description scratch screen battery come 84 85 minimum 80 described otherwise iphone 11 great phone similar current generation model edit review vendor respond positively miss adapter,1
389,never recondition dead battery look good never touch see work properly battery replace cost money 9000 another phone first recondition phone also defective warranty send back mic working,-1
390,speaker work speaker work,-1
391,great phone make sure compatible carrier great phone package nicely deliver decent amount time quality product great overall issue compatible carrier return give full refund issue would definitely recommend phone anyone able use carrier,1
392,good phone appear clean almost call brand new except minor dirt home touch idmaximum battery capacity show 90 battery health phone connect blue tooth car 50 battery use hour long car drive listen yt music also apple map se 2nd gen drawback fast drain battery youtube video quality mark voice command excellent may replace battery month otherwise pleased purchase price,1
393,scratch screen look detail product see mention scratch screen,0
394,return renew iphone 11 come flawless 3 gray imprint white blank screen hr download try speaker sound terrible like tunnel battery get really hot 10 min use could hold hand screen damage speaker mess battery trouble phone flawless second oder try different company hop real deal probably best pay go apple store renew phone least get money back,-1
395,defective phone phone receive promote screen overall appereance phone see someone give first battery go 80 78 life 11 day even though use phone 34 hour day phone recognize habit damage battery second phone overall defective randomly stop work touch screen click letter freeze screen matter clean screen hand least 10 time day problem write message go instagram overall use phonei contact company hope get refund,-1
396,pretty much new phone far tell far tell get pretty much new phone problem yet,1
397,excelentt description say excellent many sign use 100 functional excellent physical condition,-1
398,good product fast shipping good product fast shipping,1
399,get pay phone come rub side minor scratch outside far seem work okay problem notice call come ring loud volume droppednot sure turn volume set still occur go keep close watch battery life 82,1
400,good product price phone set easy faster really nice price love right hope nothing change along way recommend friend thank apple amazon marketplace,1
401,expect sure send back come original packaging course say sometimes original charger noticeable scratch screen back mark previous case big deal buy case daughter elate want send back yet 2nd phone purchase amazon renew one good condition packaging guarantee come package state phone must function last 90 battery capacity first use battery go like 70 ish percent hour use try set phone try buy reseller call kiss amazon give another option perhaps particular reseller great sure yet,-1
402,apple quality bulky great price work great expect lag freezing great price get mind fancy camera great choice much small actually fit pocket,1
403,good despite review think make purchase risky glad go well,1
404,deceptive screen condition cover template glass amazon renew premium like gamble although phone amazon renew premium condition phone describe cosmetically excellent take box phone look immaculate odd template glass screen appear scratch template glass screen gut instinct want investigate already purchase template glass phone arrive assume would come one anyway peel look actual iphone screen see heavy scratch allegedly excellent cosmetic condition phone battery health great 86 least description say battery 80 amazon renew guarantee battery health people report get iphone 100 battery health hit miss disappointed cover scratch phone glass screen cover deceptive phone fair condition excellent even good,-1
405,phone great battery health 76 buy iphone great overall review expect put new battery know would come 76 battery health would pick different phone,-1
406,like new look work good order second one,1
407,good price new iphone love phone grant big model like 12 even though still capabilities new iphone alittle trouble bluetooth refurbish okay,1
408,preferible comprar uno nuevo compre el celular para abotrgame algo de dinero pero tuve que cambiarle la pieza que lee el chip como lo ped para otro pa ya pude devolverlo la final gaste lo mismo que habra gastado por un celular nuevo,-1
409,phone lock another person could activate although phone come describe cosmetically phone connect another person account could activate,-1
410,refurbish seem buy iphone know refurbish expect last least couple year even buy protective case protect damage last less eight month refurbish disappoint needless say spend 348,-1
411,excellent condition buy phone know refurbish expect look like brand new extremely satisfied,1
412,phone far good,1
413,instruction booklet use instruction booklet,-1
414,frustrate device keep restart unexpectedly sometimes turn back shuts please buy iphone se 2nd gen device know problem,-1
415,work great much cheap purchase store purchase phone daughter birthday guy tmobile recommend since cheap buying store phone come fast good condition visible damage take forever update turn work fine problem put tmobile sim card work right away,1
416,pay iphone se 2nd 2021 gen get regular iphone se 2020 great phone good battery life come low charge phone screen protector come amazon iphone charger need phone facetime get 40 sign amazon card laugh desperate worth basically new iphone 11 update hour home button start act work sensitive problem due need open apps open phone happy everything else fine far get iphone se instead iphone se second generation,-1
417,iphone 11 item excellent conditionthere scratch upper right corner screen battery life barely 80i return item seller full refund per amazon prime policy,-1
418,oem display poor battery condition display must replace unit get graphic pretty bad tell oem apple display use replacement also battery drain fairly quickly,-1
419,alert need accurate timeline delivery half couch receive alert arrive today first box come yesterday small lshaped sofa,1
420,worth amount good thought would buy 8 cheap one,-1
421,great phone price great job seller phone work well love battery life seamless process,1
422,good device good price iphone se 2o generation good fast small good price,1
423,defective camera lens expect much since renew phone camera stamp photo dark beam really put,-1
424,lose gamble saw many review say manage get refurbish phone still 100 battery health give go get mine exactly 80 battery health return buy new cricket worth price replace battery soon decide give refurbish go wish luck battery life roulette,-1
425,solid freak great customer service first one come would take charge go return get new one work perfectly within three day solid,1
426,battery health poor battery health 70 hard time hold charge replace christmas,-1
427,less advertised total battery health great 80 screen noticeably scratch even advertised total battery health great 80 phone batter great 80 screen noticeably scratch even use phone return,-1
428,everything safe battery,-1
429,good phone please get work cery well,1
430,big size like exactly would expect great apple product update se want something big perfect aware face recognition,1
431,dead phone three day receive charge three day already stop work totally dead phone,-1
432,scratch phone scratch crack screen look like installed screen protector crack hide,-1
433,phone come great deal scratch ding phone come quite ding scratch phone describe like new condition functional cosmetically quite rough refurbish phone purchase past always great condition purchase gift disappoint embarrass damage phone,-1
434,terrible battery life phone come perfectly fit box cable sim card tool easy set get start battery life phone poor charge every 4 hour go apple website attempt buy new battery put local shop sell online hour away apple store phone part another person lifeline without phone send replace time stuck carry charger cable everywhere gonot worth money spent may end switch battery old phone one,-1
435,phone require long battery life get iphone daughter christmas definitely use anymore serf purpose satisfy short battery life refurbish phone high expectation pretty good condition scratcheswear tear come charger prepared purchase separately,-1
436,ok phone work fine die quickly mean quickly,-1
437,bad luck review inclusive iphone se 2nd gen particular unit receivedlet fair say get device renewedrefurbishedcertifiedwhatever designation maybe hit miss unfortunately time big miss turn start setup die half way throughthen could get past start apple logothe iphone se 2nd gen good phone another one buy new year back everything still good work order simple iphone get everyday job good phone call quality email text message social apps run fine run update 155 io personal preference also like oversized screen network increasingly offer 5g new phone go 3rd gen se 5g support 2nd gen cap 4g 4g still adequate youyou try luck renew 2nd gen device buy new feel cost save difference warrant get old version support 5g,-1
438,work well like1 bottom speaker fully cover dust note forget take photo since immediately use old toothbrush clean luckily take video screenshot2 82 battery life others get 903 phone pack flimsy plastic 1 layer bubble wrapwhat liked1 fully functional phone was2 fast face recognition3 come preinstalled tempered glassverdictdespite awful packaging bottom speaker literally fill dust end day phone performs well,1
439,keep freeze phone keep freeze go give another day keep happen go return satisfy point,-1
440,great far 10min iphone look brand spank newunlocked100 battery healthwill update anything turn around bad expect issuespurchased hqtronic llc,1
441,great price try face recognition sure one battery life could closer 95 live price excellent,1
442,amazing performance battery life order phone buy one another seller first one work well get one test feature rid like stolenso far amazing performance battery life beat price,1
443,front scratched volume seem muffle probably return phone sound phone sound muffle unlike anything hear front scratch deal probably replace one,-1
444,great product great price great value awesome product 2nd phone buy amazon disappoint yet phone brand new basically scratch find,1
445,bad issue sound eventually return seller understand communication good,1
446,issue technical tecyycet anddna serviceres baddab phone deliver late wrong color one phone whatsapp download disappoint displease,-1
447,scratch back everything work fine come original phone charger back scratch badly,-1
448,great little phone apple fan however price great refurbish look brand new great battery life like carry big phone little se 2020 perfect upgrade,1
449,stop work within month stop work together week would start shut randomly,-1
450,2nd rate screen get put good screen protector fast find screen make well crack super easy return item,-1
451,yego tienpo yego tienpo en perfecta condiciones,0
452,terrible sound refurbish phone disappoint sound quality terrible scratchy grate try talk phone nearly impossible hear person end,-1
453,never buy apple product think could use apple product bad past experience proven falsethis phone complete redactedit inconsistent drop call dataonly seem charge unlock connect computer wall socket seem charge itsuspicious data work vpn activate genius dude tell turn redact think feature guy worthlessthe flash want work cameradrops connection time place phone carriermy phone stop work update tell download install apple music pc get new software go redact last time instal apple anything pc program unable uninstalled never get computerapple crap company push ever crappy product give flip customer milk dry give product build fail within couple year prevent anyone able fix look picture whenever wantnever never ever use redact flip phone never,-1
454,iphone se phone condition perfect,1
455,great replacement phone arrive quickly able use exist service,1
456,upgrade 6 exceeds basic phone need budget iphone awesome get great phone cheap take one star small nick one edge otherwise look pretty good,1
457,good perfect,1
458,come defect whenever iphone battery save mode get call screen turn hang call back everytime get use kind dissapointed iphone fully functional possibility return mean buy mind sort disperfections happen order,-1
459,tell refurbish phone come advertise easy set fact easy look thing miss find work like new,1
460,hmmmm sure resolve couple issue still keep screen decent brightness reverts dark matter settingsdo want return offer take back mail itwhich make nervous plus printerwhy usual amazon returnto solid place like ups khols,-1
461,awesome product great would nicer adaptor light connector ear set ship along,1
462,quality guideline misrepresent refurbish phone represent minor blemish undetectable arm length phone arrive massive scratch across glass easily visible across room buyer beware,-1
463,work phone get phone daughter christmas purchase iphone amazon month back issue phone download apps reset phone master reset option completely go figure fix regular work phone,-1
464,battery new el dispositivo funciona al 100 la nica queja e que el estado de la batera vino al 87 la pantalla con unos rayones pero nada grave,1
465,quality promise phone certify visible scratch receive bulky screen protector remove screen protector obvious scratch screen easily visible 12 away,-1
466,regular lleg sucio con mucho polvo en los micrfonos salida de sonido enchufe con rayones 3 de 10,-1
467,recommended product arrive early perfect shape battery great sign damage come fully work charger recommend seller,1
468,battery terrible phone great condition battery terrible replace separately sometime exact phone work two year old battery work far good one order amazon,-1
469,description way scratch expect give gift,-1
470,satisfy mostly love phone battery charge 100phone scratch quite minimal request close inspectionline open connect nonus sim wellmy concern battery health 80 bad think refurbish item meant battery would replace,1
471,great reliable write review new phone work amaze love 1010 would buy,1
472,phone come look new love phone renew premium like new thank 100 battery fast charge,1
473,phone overall great condition pretty disappointed provide battery health phone overall great condition screen noticeable scratch damage damage see body light chip near camera big issue battery health already 77 pretty poor overall upset consider price expect battery health high consider others review,-1
474,absolutely happy unlocked problem scratch absolutely love,1
475,come quick work perfect love girlfriend get new phone get hear less crappy old one,1
476,crack screen cover way contact vendor another choice phone great shape crack screen cover way contact vendor unless want return whole phone seem another choice please overall choice product battery 86,1
477,shortest battery life buy product renew one expect little bit get specially 1 year renew product know carefully handle amazon piece might replace iphone se excellent condition deliver battery show 100 maximum capacity fine couple month maybe 56 start see battery degrade fast pace less 1 half year battery 50 capacity unusual iphone healthy battery course battery swollen screen body phone warn guy stay sharp renew product might end malfunction product year maybe less,-1
478,like new good price almost new battery health look new good price 128g fully unlocked advertise move sim old fail iphone 6 setup simple,1
479,value money order phone replacement come couple day early clean describe seller,1
480,disappointed christmas gift use yet disappointed see lot wear description say like new pretty bang,-1
481,cool medium could load happy,1
482,price worth cost phone high look good put protector notice scratch screen remarkable,1
483,overall great phone come great condition even screen protector come sim card remove charger charger box fedex deliver make sure hand deliver package come timely manner well battery health 94 capacity,0
484,disappointed none imei available use service provider possible phone fully unlock phone look new clean ready use,1
485,buy worth love iphones want pay provider twice worth get refurb love model would recommend anyone,1
486,worth buying refurbish phone buy phone christmas gift daughter think would save money get phone want wait tmobile get phone back stock however buy refurbish save money phone arrive seemingly bad battery would charge die 24 hour first day phone take local repair shop battery brand new apparently seller check part charge port major short battery charge repair cost difference new phone refurbish one worth hassle,-1
487,bad screen screen peel never saw type bad quality screen use iphone item come screen cover peel edge may cut finger also want send screen shot picture,-1
488,slow battery life awful slow terrible battery life,-1
489,promise charger deliver please send charger iphone purchase promise suppose come charger please send promise charger,-1
490,like new parece nuevo trabaja bien batt al 93esta bien lo unico mal el cargador funciona,1
491,good suppose red,0
492,happy purchase literally like buy new phone battery life best phone well worth money,1
493,would consider excellent condition really good condition buy iphone excellent condition honest back residue almost feels permanent really see photos good thing phone white see clear unless look camera everything function well far get today battery life 84 though ticket box say 85 big deal go ahead buy charge case screen 2 one bit small kind deep gash say excellent condition complain price,1
494,hardware problem phone work properly love almost everything phone one big problem get phone hardware problem go phone wifi bluetooth would work make use get check tell reboot hard reset phone hardware problem get fix would total amount 399 basically really suggest get whole new phone really make upset would wait phone problem really need phone time would effect wait refund buy new phone,-1
495,customer service amaze phone issue customer support fantastic walk process return get full refund,1
496,like new condition pleased condition phone zero visible scratch indistinguishable new one battery perfect health long lasting life also appreciate complimentary screen protector case,1
497,may bad luck ok iphone receive 910 cosmetically ship super fast excite receive phone son reward well school lot troublethere barely noticeable scratch scuff phone like maybe 23it include charger block wellnow unfortunatelythe badthe phone stick mode try reboot try airplane mode etc unfortunate consider well everything else go however accept request return wait receive phone get refundi bad luck like almost always unexpected occurrence phone unusable positive experience seller crunch time get phone would ask replacement,1
498,buy 2 one work buy two one end work 510 fair review 3 week still wait refund,-1
499,80 battery life description phone state guarantee phone minimum 80 battery life receive phone battery life 75 besides issue issue phone,1
500,come unlocked pain take hour realize phone unlocked useless return advertise,-1
501,scratch screen thin cover hide phone come adhesive screen cover hid scratch actual screen phone trust like,-1
502,battery health battery health lower 80 still lil dirty everything work,1
503,never read finger never even reset though best buy att 3 time last 2 week purchase another bad apple,-1
504,perfect perfect condition,1
505,new sure people experience mine come without scratch temper glass protector 100 battery capacity apple care jan 2022 phone work smoothly totally worth,1
506,good temporary iphone problem iphone 12 need phone use regular one repair iphone ok phone 68 hour day phone email internet movie music charge overnight recharge least twice day happen iphone 12 screen little small type small expect concerned buying use indication new small scratch hidden case,1
507,screen scratch excite able give son iphone christmas unfortunately give iphone scratch screen buy premium renew think would better condition stock exchange think return disappoint,-1
508,really inspect clean iphone receive scratch screen please see picture ear speaker dirty clearly visible clean make wonder really inspect,-1
509,battery life disappoint like phone spend considerable extra amount get platinum whatever could get phone 90 battery capacity upon arrival 87 battery capacity know seem like small thing buy product guarantee upgrade spend really expect buy right,-1
510,ok phone good work ok product come orignal box look orignal,0
511,slow plenty room leave low quality,-1
512,great phone come scratch fully unlock advertise regular apple accessoriesupdate still run phone plan replace anytime soon still run nicely almost year great phone top quality,1
513,love item love little scratch bother bite love describe,1
514,work well work well,1
515,pleased love phone work great look new year issue except get new battery replace battery life 85 otherwise definitely recommend,1
516,good phone pocketful battery friendly play game watch youtube amd average 4 hour less video playback iphone se,-1
517,refurbish phone work great far buy white phone another black kid work great phone screen protector crack side within couple week kid say barely even drop understand crack change screen protector one noticeable large scratch screen obviously purchase cover screen protector bad enough bother send back,1
518,come unlocked able read sim card tried several trinidad tobago sims work return otherwise phone good condition save scratch screen,-1
519,xxx far work right,1
520,good phone come minor scuff screen nothing affect performance expect buying use phone overall decent phone consider budget friendly feel like drop grand late apple product,1
521,cubri toda mi expectativas luego de recibir el iphone probably todas sus capacidades estoy feliz por haberme decidido por este mvil,1
522,buy small phone keep shut force step,-1
523,batter percentage phone clean work well issue week come battery health 90 meaning put new battery something keep mind,1
524,5 star little skeptical renew device however pleasantly surprise phone come look brand new already charge running time would highly recommend,1
525,battery life long 10 percent battery life phone would turn fully charge would take long battery die,-1
526,screen come scratch hell initially phone screen cover take screen scratch suppose like new,-1
527,great phone great phone look like new much fast old phone four time storage could happier,1
528,bad mine come 84 battery life scratch back also screen froze setup notice start get warm fast like come screen protector though everything else work perfectly fine bad price,1
529,bad deal big scratch screen,-1
530,satisfied grandson skeptical buying use phone amazon work really well grandson want iphone 13 good option say battery charge sufficiently complain function product arrive state good condition,1
531,work great come really cheap charger though wish come well charger,1
532,return hassle purchase midjune 2022 screen begin glitching almost immediately eventually would turn july contact company regard exchange inform exchange need purchase replacement refund receive defective product yet receive refund pretty annoy want spend 600 phone would purchase newso far go replacement phone,-1
533,battery discharge quite fast 2 iphone se one work brand new one personal refurbish battery use one far fast new one phone recharge 100 work phone end day 5060 refurbish phone 3040 get way less use work phone expect well battery life excellent iphone look like new aside 3rd party charger cable apple product,0
534,poor renew phone buy phone middle sept middle feb display stop work take local repair shop pay 149 get fix another renew screen local time put first receive iphonoe 11 amazon vendor suspicious 79 battery 80 minimum tell charge cord brand apple charge cord let go without complaint try nice think company like sell sub standard use phone sub standard part beware would purchase like like iphone new os anyway miss old steady se much,-1
535,break gift break day christmas go apple store buy new one,-1
536,garbage phone stop work four month,-1
537,good phone buy greentech refurbish scammer phone good condition people scammer like phone go back android remove phone icloud erase content set luckily take video package phone lie say phone attach icloud pin phone impossible erase reset phone yet return money even though sent video packaging phone hello open screen visible,-1
538,great iphone include headphone adapter upgrade 6 long get io updatesexceeds basic phone need smart phonebudget iphone significantly less expensive current recent model,1
539,feel happy like,1
540,phone look good battery hold purchase phone gift mom transfer data previous iphone pretty slow sure new phone old one responsible phone look good upon try first day notice battery hold even though battery capacity say 90plus barely use new phone 1srt day battery keep drop pretty fast 8 private message 20 without even use phonetoday use phone watch news youtube battery already 20 9 phone charge night return phone think take apple store get new battery 270 sure fair take apple store get new battery still wait hear seller,-1
541,well buy new update charge phone many hour 100 percent unplug phone go bed 9 hour later wake check phone 93 percent battery one miss call text message app refresh nothing phone sit lose batterybought three phone seller due bad info comast rep three phone good shape exception one permanent scuff screen three phone show le 84 percent battery life iphone 6 unit roughly battery life three year old guess refurbish include instal new batteryfor need three unlocked phone right away phone probably replace next six month would buy,-1
542,great phone small package much thinner 5 almost identical size need modify pocket,1
543,battery full capacity battery go 80 percent storage,-1
544,great product price come 100 battery health one light scratch would buy,1
545,great case iphone se case amazing nice thin still see nice red color phone,1
546,battery 74 remain decription describe le 80 battery 74 remain decription describe less 80,-1
547,glitching phone come earlier expect however team android switch sure however say return stuck pick country screen seller willing refund purchase 22323,-1
548,great phone great buy phone work look like new love,1
549,like phone 3 month purchase tracfone trouble day one tracfone tech support could activate sim card come phone end use sim card old samsung phone work brief period time keep get message upper leave hand corner could make receive call contact tracfone tech service numerous time last 2 month spend hour time phone try best resolve problem work briefly always go back mode even change sim card 3 time still problem call tracfone return refund tell would call apple refund since 1year warranty product call apple customer service tell since purchase phone tracfone web site payment make directly apple could refund money stick apple iphone use frustrate stay away phone worth,-1
550,item list amazon renew likenew like new open package saw splotch screen immediately repacked iphone send back disappoint like new mean,-1
551,home button finicky home button finicky others say also use virtual home button 82 battery make day without heavy duty video map need glad spend 8001000,0
552,would hold call phone look new scratch crack purchase husband light mobile phone user previously purchase certify renew phone mine look new work flawlessly phone however would hold call longer 2 second try numerous location drop call result unfortunately realize return window total waste money,-1
553,fine except thing entire phone great authentic apple device scratch crack screen perfect cosmetic condition perfect camera etc etc however two notable issue discover long acquire phonefirst bottom speaker must replace generic one quite low quality enough ruin phone noticeably poorsecond battery phone arrive 89 battery health fair health last long time 100 meaning bother replace mean go experience 17 hour battery life advertise sadother phone surprisingly great expect much bad,-1
554,never work properly could get work server problem one number submit could tracfones fault guess,-1
555,perfect condition expensive arrive excellent conditionno scratch allbut price still expensive renew device,1
556,overall good phone come minor scratch overall pretty good phone,1
557,unlocked good condition work well like apple make get phone move around much hard remember control iphone 11 like iphone 7 frustrating thought would fun new iphone 11 however almost regret buying,1
558,screen gorilla glass break really easy screen gorilla glass break really easy,-1
559,generally arrive asexpected phone overall good shape quibble battery health already 81 reason brain refurbish phone worn part like battery would replace likenew condition perhaps misinterpretation otherwise phone great happy purchase,1
560,excellent condition battery life 88 phone package well come lightning cable plugin usb charger already instal screen protector first iphone phone overall excellent condition seem function really expect 88 battery life know long previously service make think old 2nd gen se would explain guess hop maybe low 90 range also see renew part sale description sure meant replacement battery already instal obviously nototherwise phone seem nice,1
561,small phone small,-1
562,buy new one get premium refurbish think would blemish top right corner completely scuff,-1
563,upper speaker work upper speaker work,-1
564,battery short battery life last even hour work ok,1
565,might well pay excellent expect thing near mint fair best back glass pretty scratch along corner front screen also single minor scratch whatever also feel like battery charge slow compare 11,-1
566,superb physically nearly defunct battery arrive faster promise big win upon open look completely brand new think sell old apple inventory charge completely dead update expectedall function though brand new far however beware detail warn battery guarantee 80 best take notice mine 83 battery life see picture 80 apple considers battery defunct replaces warranty mine warranty mean sometime month look spending around 70 battery replacement mean cost phone first year consider 70 top list pricethe physical condition otherwise beautiful vendor warn detail go quickly 80 battery go keep hope low battery problem manifest great basic phone otherwise even 100 battery operating time great apple typically skimps battery long realize look possible additional 70 hour wait apple store within year could lot bad phone,1
567,buy screen protector cover crack phone,-1
568,screen scratch come protective glass exist screen get new case today take protective glass super bum scratch underneath already get set want would pain send back guess buy another glass put think grade phone suppose scratch visible 12 away,-1
569,microphone talk work phone work texting microphone,-1
570,faceid functional phone ship know problem detect truedepth camera faceid disable believe renew status mean basic function operable,-1
571,would recommend phone visible dent screen lot scratch poor poor,-1
572,go black screen 24 hr send back twice go dead aka black screen time waste time money,-1
573,fidelidad entre lo mostrado lo que recibo el telfono lleg con un rayn,0
574,nongenuine battery suppose guaranteed 80 original battery life instead receive phone nongenuine improperly function battery part heat even provide information phone seem otherwise fine little scuffed edge expect refurbish phone,-1
575,overall great battery overall phone work great disappointed see battery life 79 description say would 80 high go pay battery replacement sooner later excite phone besides excellent condition nick scratch dent,1
576,battery life low 89 everything function well love device battery life 89 big problem texted seller already answer careful buying device,-1
577,miss sim card tray phone frozen turn like sim card tray freeze 13 hourshelp,-1
578,hear normal phone use use speaker time hear normal phone use use speaker hate,-1
579,bad speaker use wire earbuds hear phone call update get provider send new premium se phonethe iphone se receive noticeable damage speaker check set nothing increase speaker volume internally loud ringer tone increase max even sound bit low distortedhoping seller send another premium se test verify speaker work correctly get replace die iphone 6 hold battery charge long anymore issue speaker phone night day difference listen loud 6 compare current se,-1
580,visibly use worth 100 price difference compare new phone review base renew status phone iphone previously purchase renew galaxy phone amazon phone practically new small fraction price come original box accessory think would worth save 100 since last experience go well unfortunately iphone receive visibly use scratch litter side phone without deep crack screen battery health lower side phone also come generic box generic accessory expect since item description look get renew price seem like poor deal thankfully amazon longer return period phone work need minute phone know would rather buy new phone apple 100,-1
581,worth price tag apple sell brand new yes brand new iphone 12 time purchase 699 new full 1 year warranty plus option extend second year item sell 539 use scratch know come 3 month warranty amazon renew think amazon genuinely try good third party vendor live end receive supposedly like new iphone 12 come 11 cut screen 3 deep 4 medium 4 significant cut easily visible know vendor waste time resource send phone back forth amazon need well enforce standard phone condition well back forth good environment time short supply recommend seller,-1
582,great phone great phone could beat price work intend,1
583,worry actually good phone perfect scratch would give 5 star rating face id work,1
584,absolute garbage scratch screen battery capacity 64 5th phone buy wife self bad one yet,-1
585,want second line purchase refurnish good new one,1
